epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.4453,0.44389,0.0,0.00369,10.41657,360.2236,9768.47166,0.78566,0.81925,0.36221,0.001,7.166
2,0.42579,0.42407,0.0,0.00594,11.26353,358.82965,9806.41919,0.78985,0.82037,0.36039,0.001,7.166
3,0.42437,0.42225,0.0,0.00702,14.16425,368.5185,9548.59538,0.78526,0.81904,0.36168,0.001,7.166
4,0.41974,0.41826,0.0,0.00538,9.38652,361.55725,9732.43933,0.7904,0.82084,0.35991,0.001,7.166
5,0.42461,0.42166,0.0,0.00998,19.58151,447.94402,7855.52184,0.72858,0.80672,0.37765,0.001,7.166
6,0.43332,0.43129,0.0,0.0064,13.96042,355.0632,9910.4441,0.79246,0.82234,0.35853,0.001,7.166
7,0.41629,0.41477,0.0,0.00493,10.25951,356.66702,9865.87982,0.79666,0.82092,0.35817,0.001,7.166
8,0.41444,0.41227,0.0,0.00531,16.35711,355.79379,9890.09385,0.79736,0.82119,0.35762,0.001,7.166
9,0.43092,0.42677,0.0,0.00792,33.52409,357.8227,9834.01556,0.77608,0.80548,0.37446,0.001,7.166
10,0.42525,0.42021,0.0,0.00854,41.79573,407.86875,8627.36839,0.79207,0.81975,0.35943,0.001,7.166
11,0.41945,0.41606,0.0,0.00626,27.67433,366.11406,9611.30529,0.79575,0.82202,0.35789,0.0005,7.166
12,0.41291,0.41115,0.0,0.00428,13.29603,368.84286,9540.19821,0.79861,0.82332,0.35673,0.0005,7.166
13,0.41092,0.4096,0.0,0.00374,9.48003,364.24639,9660.58712,0.79901,0.82391,0.35631,0.0005,7.166
14,0.40925,0.40832,0.0,0.00299,6.32893,445.79864,7893.32593,0.79927,0.8242,0.3561,0.0005,7.166
15,0.40865,0.40791,0.0,0.00283,4.58272,368.14998,9558.15353,0.80099,0.82499,0.35553,0.0005,7.166
16,0.40771,0.40702,0.0,0.00268,4.16296,361.82448,9725.25131,0.80126,0.82411,0.35561,0.0005,7.166
17,0.40617,0.40549,0.0,0.00274,4.07974,363.06056,9692.14057,0.80319,0.82563,0.35487,0.0005,7.166
18,0.40527,0.40464,0.0,0.00257,3.78629,366.679,9596.49726,0.80473,0.82607,0.35409,0.0005,7.166
19,0.40456,0.40392,0.0,0.00239,4.04143,388.04452,9068.11921,0.805,0.82604,0.35402,0.0005,7.166
20,0.40733,0.4066,0.0,0.00247,4.80443,362.07705,9718.4674,0.80432,0.82598,0.35419,0.0005,7.166
21,0.40593,0.40509,0.0,0.00279,5.65674,363.20478,9688.29211,0.80534,0.8262,0.35399,0.0005,7.166
22,0.40374,0.40316,0.0,0.00226,3.47297,354.77939,9918.37207,0.80612,0.82651,0.35355,0.0005,7.166
