epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.51351,0.51168,0.0,0.00331,14.99373,2411.96531,4292.4643,0.79435,0.76433,0.40089,0.001,4.068
2,0.5047,0.50183,0.0,0.0114,17.29233,2476.25549,4181.02051,0.78405,0.75818,0.405,0.001,4.068
3,0.50067,0.49675,0.0,0.01997,19.2553,2615.70218,3958.12454,0.78902,0.7609,0.40287,0.001,4.068
4,0.49661,0.49419,0.0,0.01474,9.47463,2427.92507,4264.24815,0.78077,0.75407,0.4069,0.0005,4.068
5,0.49666,0.49425,0.0,0.01352,10.61877,2395.14602,4322.60703,0.78373,0.7578,0.405,0.0005,4.068
6,0.50091,0.49866,0.0,0.01335,9.17831,2351.04837,4403.68438,0.78439,0.759,0.40454,0.0005,4.068
7,0.50099,0.49885,0.0,0.01075,10.60136,2323.60426,4455.69635,0.78369,0.75668,0.40638,0.00025,4.068
8,0.50173,0.50084,0.0,0.00514,3.76898,2356.37206,4393.73526,0.78774,0.76046,0.40326,0.00025,4.068
9,0.50025,0.49883,0.0,0.00858,5.61187,2421.37579,4275.782,0.77742,0.75307,0.40789,0.00025,4.068
10,0.49616,0.4948,0.0,0.00616,7.46069,2308.61935,4484.61761,0.79176,0.76292,0.40152,0.000125,4.068
11,0.48954,0.48861,0.0,0.00439,4.91918,2384.96125,4341.06634,0.79429,0.7638,0.4005,0.000125,4.068
