epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.55451,0.55016,2e-05,0.00298,40.45768,321.16718,5325.401,0.73094,0.72907,0.42609,0.001,6.994
2,0.54296,0.53994,2e-05,0.00365,26.55668,364.18386,4696.37512,0.73063,0.729,0.42634,0.001,6.994
3,0.54237,0.53823,1e-05,0.00488,36.55871,492.92554,3469.78166,0.7309,0.72956,0.42586,0.001,6.994
4,0.54018,0.53773,0.0,0.00503,19.5602,438.3442,3901.82874,0.7292,0.72899,0.42646,0.0005,6.994
5,0.53925,0.53721,0.0,0.00373,16.59291,408.99576,4181.8135,0.73083,0.7295,0.4259,0.0005,6.994
6,0.5396,0.53717,1e-05,0.00783,16.5222,413.94382,4131.82638,0.72812,0.7258,0.42968,0.0005,6.994
7,0.54395,0.53778,1e-05,0.01007,51.56213,409.73286,4174.29056,0.73456,0.73029,0.42541,0.0005,6.994
8,0.53911,0.53686,0.0,0.00578,16.71116,539.98157,3167.41181,0.73098,0.72917,0.42582,0.0005,6.994
9,0.53903,0.53629,0.0,0.00564,21.76841,326.04087,5245.79638,0.73505,0.73076,0.42474,0.0005,6.994
10,0.5378,0.53425,0.0,0.0145,20.9589,323.57887,5285.70986,0.74005,0.73182,0.42329,0.0005,6.994
11,0.54213,0.53676,1e-05,0.01229,41.37864,318.25906,5374.0622,0.7303,0.72906,0.42637,0.0005,6.994
12,0.5421,0.53662,0.0,0.00629,48.51514,356.48081,4797.85721,0.73024,0.72889,0.42605,0.0005,6.994
13,0.53875,0.536,0.0,0.00467,22.86992,305.18712,5604.24698,0.72993,0.72881,0.42608,0.00025,6.994
14,0.53781,0.53554,0.0,0.00428,18.41375,317.13391,5393.12869,0.73012,0.72868,0.42605,0.00025,6.994
15,0.53731,0.53537,0.0,0.0039,15.44922,306.59175,5578.57144,0.73004,0.72875,0.42613,0.00025,6.994
16,0.53805,0.53557,0.0,0.00495,19.84169,317.01616,5395.13196,0.72979,0.72834,0.42616,0.000125,6.994
17,0.53909,0.53539,0.0,0.00655,30.45645,375.96475,4549.21371,0.72955,0.72816,0.42631,0.000125,6.994
18,0.53874,0.53529,0.0,0.00664,27.89108,318.35044,5372.51963,0.72966,0.72852,0.4262,0.000125,6.994
19,0.53842,0.53521,0.0,0.00665,25.43055,450.51901,3796.38589,0.72959,0.72816,0.42624,6.25e-05,6.994
20,0.53829,0.53508,0.0,0.00673,25.34756,306.83827,5574.08952,0.72961,0.72823,0.42626,6.25e-05,6.994
