epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.53646,0.53628,0.0,0.00021,1.57496,1984.13796,5080.15933,0.78173,0.71891,0.43228,0.001,5.59
2,0.52933,0.52921,0.0,0.00026,0.94338,1938.86072,5198.79377,0.78487,0.72826,0.423,0.001,5.59
3,0.5264,0.5263,0.0,0.00026,0.72924,1968.90063,5119.47472,0.78571,0.72588,0.42364,0.001,5.59
4,0.5246,0.52451,0.0,0.00027,0.63741,2099.63698,4800.70465,0.78847,0.73093,0.42141,0.001,5.59
5,0.5226,0.52251,0.0,0.00029,0.5752,2183.20282,4616.94942,0.78926,0.73102,0.42095,0.001,5.59
6,0.52133,0.52124,0.0,0.0003,0.57895,1975.21571,5103.10693,0.7894,0.7313,0.42091,0.001,5.59
7,0.52029,0.52019,0.0,0.00034,0.61264,1904.72117,5291.97509,0.79006,0.73028,0.42177,0.001,5.59
8,0.51947,0.51935,0.0,0.00039,0.75196,1876.76833,5370.7945,0.79021,0.73257,0.42025,0.001,5.59
9,0.51863,0.5185,0.0,0.00043,0.81025,1835.50333,5491.53839,0.78999,0.73229,0.42102,0.001,5.59
10,0.51819,0.51806,0.0,0.00045,0.89859,1903.07299,5296.55827,0.79012,0.73281,0.42019,0.001,5.59
11,0.51772,0.51757,0.0,0.00048,0.99034,1913.56088,5267.52877,0.78992,0.72978,0.42224,0.0005,5.59
12,0.51626,0.51609,0.0,0.00053,1.10788,2287.31564,4406.79756,0.79035,0.73296,0.42006,0.0005,5.59
13,0.51608,0.51591,0.0,0.00059,1.15145,2058.66639,4896.24597,0.79001,0.73267,0.42036,0.0005,5.59
14,0.51594,0.51576,0.0,0.00066,1.16304,2478.68491,4066.56649,0.78968,0.73173,0.42063,0.0005,5.59
15,0.51589,0.51569,0.0,0.00071,1.22357,2300.28907,4381.94362,0.78977,0.73219,0.42066,0.00025,5.59
16,0.51532,0.51512,0.0,0.00079,1.25593,2467.51863,4084.96895,0.78937,0.73235,0.42054,0.00025,5.59
17,0.51528,0.51506,0.0,0.00084,1.33571,1919.22936,5251.97104,0.78932,0.73218,0.42058,0.00025,5.59
18,0.51525,0.51503,0.0,0.00085,1.3484,1933.24036,5213.9078,0.78926,0.73229,0.42059,0.000125,5.59
19,0.51496,0.51473,0.0,0.00089,1.41734,1864.44118,5406.30462,0.78888,0.732,0.42079,0.000125,5.59
20,0.51502,0.51478,0.0,0.00092,1.42007,1920.663,5248.0508,0.78879,0.73195,0.42087,0.000125,5.59
21,0.51506,0.51482,0.0,0.00095,1.45488,1837.59749,5485.28012,0.78839,0.73163,0.42102,6.25e-05,5.59
22,0.51485,0.51462,0.0,0.00096,1.44071,1833.48225,5497.59182,0.78835,0.73166,0.42103,6.25e-05,5.59
