epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.56537,0.56344,1e-05,0.00141,17.95678,25.56498,15017.06561,0.68754,0.748,0.41687,0.001,9.618
2,0.51311,0.51008,2e-05,0.00373,26.52137,25.22215,15221.18521,0.73498,0.77014,0.40138,0.001,9.618
3,0.48472,0.4796,5e-05,0.01177,39.4311,24.62919,15587.63944,0.76698,0.80033,0.39115,0.001,9.618
4,0.47448,0.46609,0.0001,0.02669,57.07384,23.54302,16306.78767,0.77091,0.80229,0.39038,0.001,9.618
5,0.4705,0.4582,7e-05,0.03105,91.94581,23.39332,16411.13498,0.79435,0.80461,0.38023,0.001,9.618
6,0.46374,0.45115,4e-05,0.03596,89.91019,23.65499,16229.6002,0.78818,0.80188,0.38191,0.001,9.618
7,0.4809,0.46626,0.00014,0.06799,78.26022,24.17334,15881.58689,0.75933,0.80275,0.3838,0.001,9.618
8,0.47834,0.45799,0.0005,0.12257,80.46994,24.29559,15801.67683,0.7635,0.80289,0.38314,0.0005,9.618
9,0.48794,0.45565,5e-05,0.22272,100.16362,25.0086,15351.15643,0.77246,0.80382,0.38188,0.0005,9.618
10,0.48503,0.45308,8e-05,0.20816,111.31125,24.7778,15494.15311,0.77956,0.80392,0.38061,0.0005,9.618
11,0.4709,0.44991,5e-05,0.10206,107.82276,46.34699,8283.407,0.78799,0.80376,0.37952,0.00025,9.618
12,0.46668,0.4484,4e-05,0.07733,105.46796,43.30006,8866.29274,0.78996,0.80344,0.37926,0.00025,9.618
13,0.46629,0.44778,4e-05,0.08053,104.58129,35.64842,10769.3702,0.79109,0.80375,0.37915,0.00025,9.618
14,0.46479,0.44745,2e-05,0.07227,101.1119,23.44798,16372.8783,0.79176,0.80381,0.37896,0.000125,9.618
15,0.46372,0.44708,2e-05,0.06764,98.73348,24.65301,15572.58068,0.79262,0.8037,0.37892,0.000125,9.618
