epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.466,0.46507,0.0,0.00237,6.89619,95.25213,12118.36473,0.79604,0.84656,0.34059,0.001,6.624
2,0.38274,0.37923,0.0,0.01029,24.8323,103.06148,11200.11052,0.81614,0.85138,0.33234,0.001,6.624
3,0.3757,0.37212,0.0,0.01376,22.01799,93.62297,12329.23991,0.81379,0.85065,0.33309,0.001,6.624
4,0.37694,0.37044,0.0,0.02255,42.46677,89.52446,12893.68282,0.8125,0.85078,0.33271,0.001,6.624
5,0.37391,0.36905,0.0,0.02129,27.27932,139.09821,8298.45331,0.81621,0.8516,0.33096,0.0005,6.624
6,0.36962,0.36572,0.0,0.01977,19.27198,128.42993,8987.78037,0.81671,0.85168,0.331,0.0005,6.624
7,0.36779,0.36491,0.0,0.01537,13.39477,92.36295,12497.43519,0.81852,0.85177,0.33039,0.0005,6.624
8,0.36632,0.36381,1e-05,0.01378,11.27329,94.20638,12252.88555,0.81567,0.85099,0.33132,0.0005,6.624
9,0.36943,0.36481,0.0,0.02496,21.28339,89.70938,12867.10476,0.81664,0.85156,0.33088,0.0005,6.624
10,0.36579,0.36313,2e-05,0.01464,11.98797,90.78966,12714.00245,0.81847,0.85182,0.33042,0.00025,6.624
11,0.36384,0.36186,3e-05,0.01034,9.43862,93.82551,12302.624,0.81935,0.85204,0.32966,0.00025,6.624
12,0.36225,0.36024,2e-05,0.01032,9.77163,91.7929,12575.04663,0.81913,0.85206,0.33004,0.00025,6.624
13,0.3614,0.35959,1e-05,0.00944,8.68089,146.95665,7854.69722,0.82047,0.85245,0.32935,0.00025,6.624
14,0.36088,0.35902,1e-05,0.00973,8.89944,88.47844,13046.1162,0.82057,0.85225,0.32944,0.00025,6.624
15,0.36052,0.35872,1e-05,0.00937,8.6188,100.62117,11471.74121,0.8209,0.85243,0.32935,0.00025,6.624
16,0.35992,0.3583,0.0,0.00858,7.66442,91.69471,12588.51273,0.82137,0.85237,0.32917,0.00025,6.624
17,0.35939,0.35783,0.0,0.00835,7.27369,101.38582,11385.22126,0.82153,0.85267,0.32902,0.00025,6.624
18,0.35818,0.35661,0.0,0.0085,7.26426,91.93661,12555.39005,0.82185,0.85267,0.3288,0.00025,6.624
19,0.35761,0.35604,0.0,0.0087,6.96499,89.63599,12877.63923,0.822,0.85287,0.32878,0.00025,6.624
20,0.35695,0.3555,0.0,0.00796,6.51628,91.80599,12573.25307,0.82209,0.85288,0.32871,0.00025,6.624
21,0.35658,0.35525,0.0,0.00738,5.9668,109.6009,10531.84818,0.82213,0.85314,0.32862,0.00025,6.624
22,0.35621,0.3549,0.0,0.00731,5.79805,153.05639,7541.66477,0.82231,0.85303,0.32853,0.00025,6.624
23,0.35563,0.3543,0.0,0.00743,5.86519,174.10851,6629.77358,0.82199,0.85287,0.32872,0.00025,6.624
24,0.35496,0.35369,0.0,0.00712,5.62317,96.92651,11909.02236,0.82227,0.85302,0.32839,0.00025,6.624
25,0.35384,0.35265,0.0,0.00666,5.25661,111.99438,10306.76678,0.82239,0.8532,0.32826,0.000125,6.624
26,0.35325,0.35207,0.0,0.00669,5.18804,111.24332,10376.35337,0.82257,0.85269,0.32831,0.000125,6.624
27,0.35307,0.35191,0.0,0.0065,5.09159,91.17413,12660.38919,0.82264,0.85265,0.32827,0.000125,6.624
28,0.353,0.35185,0.0,0.00643,5.02513,127.87715,9026.63253,0.82273,0.85265,0.32832,0.000125,6.624
29,0.35259,0.35144,0.0,0.00643,5.03881,108.92825,10596.88358,0.82243,0.8527,0.32829,0.000125,6.624
30,0.35256,0.35143,0.0,0.00631,4.94763,101.98133,11318.73895,0.82214,0.85289,0.32832,0.000125,6.624
31,0.35235,0.35124,0.0,0.00622,4.90522,98.97586,11662.43989,0.82179,0.85275,0.32847,6.25e-05,6.624
32,0.35209,0.35094,0.0,0.00651,5.0603,89.78225,12856.66199,0.82214,0.8526,0.3284,6.25e-05,6.624
33,0.35203,0.35091,0.0,0.00631,4.92521,111.40155,10361.61564,0.82228,0.85263,0.32833,6.25e-05,6.624
34,0.35192,0.35081,0.0,0.00625,4.90364,112.82488,10230.89924,0.82237,0.85233,0.32835,3.125e-05,6.624
35,0.35172,0.35063,0.0,0.0061,4.79404,93.58753,12333.90875,0.82218,0.85284,0.32835,3.125e-05,6.624
36,0.35176,0.35067,0.0,0.00609,4.796,114.45073,10085.56273,0.82217,0.85264,0.32837,3.125e-05,6.624
37,0.35165,0.35057,0.0,0.00604,4.78318,158.03798,7303.94067,0.82226,0.85259,0.32836,1.5625e-05,6.624
38,0.35166,0.35059,0.0,0.00599,4.7468,146.09616,7900.96037,0.82221,0.85252,0.32837,1.5625e-05,6.624
