epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.46364,0.46274,2e-05,0.0028,6.19302,93.62358,12428.37484,0.80322,0.84521,0.34131,0.001,6.624
2,0.37446,0.37286,1e-05,0.00463,11.42593,92.52985,12575.28231,0.81667,0.84983,0.33355,0.001,6.624
3,0.36515,0.3645,0.0,0.00256,4.01203,88.92503,13085.05673,0.81982,0.85082,0.33291,0.001,6.624
4,0.3641,0.36295,0.0,0.00545,5.99037,93.90923,12390.57054,0.82066,0.85054,0.33235,0.001,6.624
5,0.35848,0.35804,0.0,0.00189,2.48894,129.00213,9019.92082,0.82456,0.85183,0.33022,0.001,6.624
6,0.35662,0.35614,0.0,0.0021,2.69746,102.63222,11337.46345,0.82497,0.85141,0.33047,0.001,6.624
7,0.35327,0.35289,0.0,0.00143,2.32824,96.7526,12026.43677,0.82519,0.85173,0.33036,0.001,6.624
8,0.35227,0.35189,0.0,0.0013,2.48698,94.00451,12378.01266,0.82422,0.85277,0.32973,0.001,6.624
9,0.35027,0.34987,0.0,0.0014,2.68534,90.74612,12822.46519,0.82345,0.85053,0.3311,0.001,6.624
10,0.34926,0.34876,0.0,0.00182,3.1089,95.27335,12213.16394,0.82376,0.85274,0.32941,0.0005,6.624
11,0.34617,0.34573,0.0,0.00133,3.0885,91.55809,12708.7509,0.82198,0.85189,0.32996,0.0005,6.624
12,0.34632,0.34581,0.0,0.00151,3.5326,91.37401,12734.35452,0.82181,0.85165,0.33006,0.0005,6.624
13,0.34464,0.34413,0.0,0.00158,3.56163,98.88427,11767.18039,0.82126,0.84894,0.33145,0.00025,6.624
14,0.34363,0.3431,0.0,0.00164,3.73203,106.47643,10928.13659,0.82077,0.8517,0.33025,0.00025,6.624
15,0.34315,0.3426,0.0,0.00161,3.87968,93.21708,12482.57243,0.81946,0.85141,0.33065,0.00025,6.624
16,0.34298,0.3424,0.0,0.00181,3.96603,89.02936,13069.72271,0.81858,0.85081,0.33106,0.000125,6.624
17,0.34227,0.3417,0.0,0.00175,3.97726,104.54693,11129.82495,0.81674,0.85054,0.33186,0.000125,6.624
