epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.53759,0.53741,0.0,0.00022,1.59133,1806.12613,5578.0999,0.7851,0.7308,0.42175,0.001,5.59
2,0.53021,0.5301,0.0,0.00025,0.91873,1848.95341,5448.89447,0.78573,0.72855,0.42242,0.001,5.59
3,0.52748,0.52738,0.0,0.00022,0.76717,1861.96967,5410.80351,0.78833,0.73248,0.42032,0.001,5.59
4,0.52543,0.52534,0.0,0.00023,0.70519,1879.2016,5361.18744,0.79035,0.73309,0.41981,0.001,5.59
5,0.52354,0.52345,0.0,0.00026,0.64157,1830.57894,5503.58783,0.79126,0.73466,0.41889,0.001,5.59
6,0.52227,0.52218,0.0,0.00026,0.64737,1869.5141,5388.96817,0.79226,0.7343,0.41924,0.001,5.59
7,0.52119,0.5211,0.0,0.00028,0.66453,1828.43203,5510.05006,0.79262,0.73557,0.4183,0.001,5.59
8,0.52032,0.52022,0.0,0.0003,0.69377,1867.99258,5393.35763,0.79313,0.73518,0.41847,0.001,5.59
9,0.51938,0.51928,0.0,0.00033,0.73204,1832.01432,5499.27579,0.79305,0.73587,0.41808,0.001,5.59
10,0.51895,0.51883,0.0,0.00036,0.7919,1817.28681,5543.84259,0.79293,0.73528,0.41842,0.001,5.59
11,0.51851,0.51838,0.0,0.00041,0.8347,1866.61096,5397.34964,0.79317,0.7361,0.41801,0.0005,5.59
12,0.51701,0.51688,0.0,0.00043,0.84391,1809.2117,5568.58658,0.79325,0.73586,0.41817,0.0005,5.59
13,0.51674,0.5166,0.0,0.00048,0.90428,1862.97964,5407.87017,0.79231,0.73536,0.41842,0.0005,5.59
14,0.51666,0.51651,0.0,0.00052,0.94014,1856.80201,5425.86229,0.7928,0.73542,0.41853,0.0005,5.59
15,0.51662,0.51646,0.0,0.00058,1.0114,1939.05111,5195.71245,0.79237,0.73568,0.41836,0.00025,5.59
16,0.51589,0.51572,0.0,0.00062,1.05443,2033.15188,4955.23827,0.79244,0.73573,0.4184,0.00025,5.59
17,0.516,0.51582,0.0,0.00069,1.09937,1831.60425,5500.50701,0.79216,0.73537,0.41848,0.00025,5.59
18,0.51596,0.51577,0.0,0.00076,1.13003,1918.1319,5252.37706,0.79169,0.73514,0.4188,0.000125,5.59
19,0.51568,0.51548,0.0,0.0008,1.1593,1849.90997,5446.07693,0.79145,0.7351,0.41884,0.000125,5.59
20,0.51566,0.51545,0.0,0.00084,1.20941,2022.14316,4982.21501,0.79129,0.73482,0.41887,0.000125,5.59
21,0.51572,0.51551,0.0,0.00087,1.23595,2269.78062,4438.6457,0.79116,0.73476,0.41896,6.25e-05,5.59
22,0.51557,0.51535,0.0,0.0009,1.2742,2122.37441,4746.92493,0.79087,0.73459,0.41909,6.25e-05,5.59
