epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.57327,0.57079,1e-05,0.00215,22.63566,26.09628,14864.72426,0.67876,0.77054,0.41048,0.001,9.618
2,0.51879,0.51476,1e-05,0.00562,34.69179,42.05379,9224.23482,0.73563,0.79042,0.3914,0.001,9.618
3,0.49222,0.4852,5e-05,0.01493,55.2321,33.56687,11556.45556,0.76798,0.8094,0.38134,0.001,9.618
4,0.48123,0.46816,0.0001,0.05117,79.45254,24.63091,15749.07535,0.78784,0.8126,0.37523,0.001,9.618
5,0.47401,0.4585,0.00016,0.04612,108.81166,23.3836,16589.14714,0.79389,0.81302,0.37245,0.001,9.618
6,0.46936,0.4526,6e-05,0.04261,124.89398,23.72749,16348.7156,0.79981,0.81316,0.37108,0.001,9.618
7,0.46792,0.45053,9e-05,0.03281,140.97271,24.82004,15629.06517,0.80027,0.8136,0.3704,0.001,9.618
8,0.47053,0.451,0.00011,0.03152,163.70657,24.18706,16038.08205,0.79424,0.8115,0.37239,0.001,9.618
9,0.47239,0.45219,3e-05,0.01494,187.01791,24.20167,16028.40049,0.79463,0.81268,0.37104,0.001,9.618
10,0.4694,0.4503,1e-05,0.01112,179.96344,24.65647,15732.74398,0.79692,0.81265,0.37056,0.0005,9.618
11,0.46618,0.44889,2e-05,0.01054,162.3365,24.5746,15785.16285,0.79835,0.81266,0.37019,0.0005,9.618
12,0.46535,0.44865,1e-05,0.01083,156.08105,23.81488,16288.72115,0.79785,0.81289,0.37025,0.0005,9.618
13,0.4644,0.44866,2e-05,0.01213,145.27544,23.79007,16305.71165,0.79546,0.81221,0.37066,0.00025,9.618
14,0.46343,0.44985,2e-05,0.01507,120.74345,31.3929,12356.74475,0.79053,0.81233,0.37155,0.00025,9.618
15,0.46528,0.45159,5e-05,0.0259,111.03036,54.63289,7100.37428,0.7896,0.81239,0.37134,0.00025,9.618
16,0.46633,0.4499,8e-05,0.03762,126.57113,53.55016,7243.93789,0.79458,0.81233,0.37066,0.000125,9.618
17,0.46761,0.44909,0.00015,0.03459,150.46379,54.85767,7071.28158,0.79398,0.81246,0.37072,0.000125,9.618
