epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.55351,0.55066,1e-05,0.00149,27.07875,635.52033,2707.14236,0.74278,0.73406,0.42206,0.001,6.994
2,0.53358,0.5303,0.0,0.00494,27.93017,570.88003,3013.66994,0.7464,0.73738,0.42077,0.001,7.005
3,0.52846,0.52445,0.0,0.0116,28.46613,326.18482,5274.44531,0.7466,0.73729,0.42053,0.001,7.005
4,0.52681,0.52202,1e-05,0.01254,35.37115,368.43655,4669.58012,0.75306,0.74033,0.41851,0.001,7.005
5,0.52393,0.51758,0.0,0.01647,47.02707,466.66001,3686.71827,0.76369,0.74717,0.41405,0.001,7.005
6,0.52413,0.51844,0.0,0.01482,42.05326,354.71098,4850.2699,0.76232,0.74632,0.41479,0.001,7.005
7,0.51732,0.51297,0.0,0.01163,31.80727,596.90703,2882.26458,0.76381,0.74693,0.41408,0.001,7.005
8,0.51598,0.51151,0.0,0.0126,32.12781,447.72833,3842.60698,0.76686,0.74809,0.4129,0.001,7.005
9,0.51216,0.50956,0.0,0.00799,18.02011,392.63052,4381.83969,0.76366,0.747,0.41416,0.001,7.005
10,0.51212,0.50956,0.0,0.0086,16.97119,502.1463,3426.18079,0.76826,0.74867,0.41264,0.001,7.005
11,0.51145,0.50967,0.0,0.00441,13.39973,568.7496,3024.95861,0.76291,0.74642,0.41461,0.001,7.005
12,0.51733,0.51429,0.0,0.00747,22.88005,592.24957,2904.93076,0.75416,0.73469,0.41962,0.001,7.005
13,0.51968,0.51517,0.0,0.01493,30.09011,552.29929,3115.05741,0.76419,0.74629,0.41434,0.0005,7.005
14,0.514,0.51134,0.0,0.00929,17.29632,547.24987,3143.79972,0.76488,0.74729,0.41368,0.0005,7.005
15,0.52207,0.51893,0.0,0.00715,24.20672,371.07138,4636.42338,0.758,0.74123,0.41675,0.0005,7.005
16,0.52043,0.51723,0.0,0.007,24.94179,411.2012,4183.94694,0.75358,0.74026,0.418,0.00025,7.005
17,0.51736,0.51506,0.0,0.00667,16.39138,370.76203,4640.29182,0.76394,0.74557,0.41553,0.00025,7.005
18,0.51474,0.51249,0.0,0.00666,15.85746,450.84862,3816.01261,0.75771,0.74223,0.4166,0.00025,7.005
19,0.51691,0.51455,0.0,0.00754,16.12997,360.24878,4775.71088,0.76481,0.74804,0.41353,0.000125,7.005
20,0.51328,0.51066,0.0,0.00878,17.39059,375.88421,4577.0584,0.76435,0.74771,0.41361,0.000125,7.005
