epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.44327,0.44149,0.0,0.00473,13.06658,437.94903,8042.42444,0.78111,0.81122,0.36914,0.001,7.166
2,0.42455,0.42287,0.0,0.00601,10.85063,380.31747,9261.1364,0.78498,0.81311,0.36664,0.001,7.166
3,0.41812,0.41657,0.0,0.00507,10.43241,492.56621,7150.65702,0.78957,0.81416,0.36471,0.001,7.166
4,0.42014,0.41742,0.0,0.0084,18.72591,429.84009,8194.14503,0.78966,0.81508,0.36407,0.001,7.166
5,0.41308,0.41165,0.0,0.00565,8.67278,359.6667,9792.87777,0.79643,0.81726,0.36184,0.001,7.166
6,0.4096,0.40846,0.0,0.00426,7.13271,389.60238,9040.42721,0.79884,0.81854,0.36071,0.001,7.166
7,0.40794,0.40697,0.0,0.00356,6.12886,388.20215,9073.03589,0.79962,0.81865,0.36037,0.001,7.166
8,0.40684,0.40593,0.0,0.00298,6.15735,372.51862,9455.02279,0.7998,0.81882,0.36063,0.001,7.166
9,0.40756,0.40662,0.0,0.0032,6.24153,575.57299,6119.41852,0.80042,0.81922,0.36004,0.001,7.166
10,0.40566,0.40481,0.0,0.00321,5.31451,496.65508,7091.78691,0.80006,0.81906,0.36002,0.001,7.166
11,0.41065,0.40946,0.0,0.00425,7.68345,454.51154,7749.35663,0.80158,0.81903,0.35969,0.001,7.166
12,0.40472,0.40395,0.0,0.00271,4.95379,406.07862,8673.62087,0.79936,0.8192,0.36057,0.001,7.166
13,0.40637,0.40471,0.0,0.0034,13.23151,645.50155,5456.48882,0.8019,0.81969,0.35939,0.001,7.166
14,0.4032,0.4023,0.0,0.00291,6.0581,382.95101,9197.44788,0.80134,0.81967,0.35937,0.001,7.166
15,0.40198,0.40107,0.0,0.00298,6.14674,450.71811,7814.57839,0.80342,0.82024,0.35861,0.001,7.166
16,0.40333,0.40235,0.0,0.00358,6.22278,426.88979,8250.77583,0.80358,0.82034,0.35867,0.001,7.166
17,0.40073,0.40001,0.0,0.00282,4.41716,402.13563,8758.66685,0.8058,0.82118,0.35784,0.001,7.166
18,0.39936,0.39872,0.0,0.00248,3.86458,463.34542,7601.61173,0.80499,0.82075,0.35818,0.001,7.166
19,0.3997,0.39896,0.0,0.00257,4.77796,366.69635,9605.14599,0.80514,0.82075,0.35807,0.001,7.166
20,0.3985,0.39789,0.0,0.00204,4.00132,427.91978,8230.91664,0.80771,0.82154,0.35709,0.001,7.166
21,0.40382,0.40301,0.0,0.00239,5.63745,362.41803,9718.5342,0.79746,0.81629,0.36161,0.001,7.166
22,0.40246,0.40147,0.0,0.00276,7.0912,418.35781,8419.04206,0.8045,0.8203,0.35832,0.001,7.166
23,0.40087,0.3999,0.0,0.00285,6.81094,367.30612,9589.20032,0.80255,0.81983,0.35905,0.0005,7.166
24,0.39902,0.39816,0.0,0.00259,6.00615,420.6269,8373.62525,0.80516,0.82094,0.35794,0.0005,7.166
25,0.39802,0.39732,0.0,0.00217,4.86955,371.84985,9472.02756,0.80578,0.82131,0.35761,0.0005,7.166
26,0.39852,0.39783,0.0,0.00214,4.78124,460.91229,7641.74032,0.80104,0.81888,0.35993,0.00025,7.166
27,0.39824,0.39731,0.0,0.00249,6.80569,370.944,9495.15821,0.80611,0.82125,0.35757,0.00025,7.166
28,0.39689,0.39619,0.0,0.00197,5.04495,368.0351,9570.20674,0.80621,0.82145,0.35754,0.00025,7.166
29,0.39672,0.39599,0.0,0.002,5.22642,367.89324,9573.89714,0.80636,0.82143,0.35749,0.000125,7.166
30,0.39634,0.39567,0.0,0.00203,4.67546,377.80001,9322.84786,0.80664,0.82148,0.35738,0.000125,7.166
