epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.59642,0.593,5e-05,0.00203,32.17179,468.8418,367.34992,0.76761,0.72873,0.42596,0.001,3.359
2,0.56221,0.55677,2e-05,0.00545,48.98594,513.36945,335.48744,0.76074,0.7218,0.4271,0.001,3.359
3,0.55269,0.54559,3e-05,0.01137,59.66107,354.41343,485.95506,0.78037,0.73418,0.4196,0.001,3.359
4,0.54963,0.5381,0.00085,0.02749,86.98855,304.73685,565.17286,0.77439,0.72613,0.42248,0.001,3.359
5,0.55679,0.54191,9e-05,0.0627,86.01095,292.40076,589.01694,0.76077,0.7182,0.42695,0.001,3.359
6,0.55385,0.54149,0.00014,0.05499,68.48183,312.21992,551.62719,0.77663,0.73163,0.42082,0.0005,3.359
1,0.59106,0.58847,0.00018,0.00177,24.02207,152.922,1126.25394,0.77885,0.73426,0.42253,0.001,3.359
2,0.55122,0.54501,5e-05,0.01334,48.71802,160.03902,1076.16877,0.77156,0.72435,0.42339,0.001,3.359
3,0.54998,0.53493,7e-05,0.068,82.41097,171.40115,1004.82989,0.77762,0.73212,0.4206,0.001,3.359
4,0.55333,0.53441,2e-05,0.07466,114.53273,143.45937,1200.54203,0.77125,0.72766,0.4229,0.0005,3.359
5,0.5522,0.53234,3e-05,0.07827,120.24845,135.7044,1269.14819,0.77568,0.73137,0.42115,0.0005,3.359
6,0.54924,0.53078,3e-05,0.06786,116.78176,169.6091,1015.44669,0.77664,0.73051,0.42094,0.0005,3.359
