epoch,train_loss,train_bce,train_mono,train_gs,train_kl,train_epoch_seconds,train_throughput,val_auc,val_acc,val_rmse,lr,peak_mem_gb
1,0.50843,0.50665,1e-05,0.0036,14.22318,2414.84975,4286.52053,0.80201,0.77039,0.39659,0.001,4.068
2,0.48192,0.48146,0.0,0.00122,3.34836,2370.36706,4366.96205,0.80577,0.7716,0.39538,0.001,4.068
3,0.47894,0.47864,0.0,0.00092,2.0812,2298.65886,4503.19235,0.80651,0.77203,0.39485,0.001,4.068
4,0.47756,0.4773,0.0,0.0008,1.79336,2590.08909,3996.50461,0.80729,0.77321,0.39385,0.001,4.068
5,0.47647,0.47626,0.0,0.00071,1.44754,2344.48432,4415.17263,0.80744,0.77298,0.3938,0.001,4.068
6,0.47526,0.47505,0.0,0.00075,1.37482,2372.06605,4363.83421,0.80814,0.77358,0.39363,0.001,4.068
7,0.47421,0.474,0.0,0.00077,1.33011,2384.74116,4340.64005,0.80821,0.77379,0.39345,0.001,4.068
8,0.47411,0.47382,0.0,0.0013,1.57666,2466.87007,4196.12817,0.80849,0.77371,0.3932,0.001,4.068
9,0.47357,0.47319,0.0,0.00175,2.04864,2362.48928,4381.5238,0.80855,0.77393,0.39314,0.001,4.068
10,0.47185,0.47161,0.0,0.00125,1.14006,2349.19845,4406.31272,0.80886,0.77403,0.39312,0.001,4.068
11,0.47175,0.47144,0.0,0.00154,1.59899,2342.47055,4418.96825,0.80846,0.77349,0.39341,0.001,4.068
12,0.47177,0.47145,0.0,0.00168,1.50734,2325.62357,4450.97957,0.80835,0.77355,0.39343,0.001,4.068
13,0.47077,0.47047,0.0,0.00176,1.1896,2354.92323,4395.60105,0.80839,0.77374,0.39341,0.0005,4.068
14,0.46947,0.4692,0.0,0.00156,1.1031,2334.50308,4434.04984,0.80786,0.7732,0.39353,0.0005,4.068
15,0.46909,0.46876,0.0,0.00192,1.40485,2458.35164,4210.66816,0.80834,0.77355,0.39337,0.0005,4.068
16,0.4687,0.46836,0.0,0.00184,1.49145,2332.12116,4438.57856,0.80777,0.77225,0.39398,0.00025,4.068
17,0.46853,0.46817,0.0,0.00197,1.59863,2354.51943,4396.35488,0.80793,0.77347,0.39343,0.00025,4.068
18,0.46783,0.46753,0.0,0.00178,1.21638,2433.14624,4254.28724,0.80769,0.77341,0.39348,0.00025,4.068
19,0.46757,0.46729,0.0,0.0017,1.12761,2353.82581,4397.65039,0.8078,0.77345,0.39348,0.000125,4.068
20,0.46693,0.46665,0.0,0.00166,1.1574,2367.769,4371.75375,0.8073,0.77335,0.39362,0.000125,4.068
